annotator_id,method,sample_id,dataset,model,capability,input_text,expected_label,predicted_label,failure_reason,report_text,correctness_1_to_5,understandability_1_to_5,usefulness_1_to_5,actionability_1_to_5,comments
A2,CheckList + Counterfactual,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,N/A,"CheckList + Counterfactual report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. The counterfactual prediction was NEGATIVE, with counterfactual fail status=1. Counterfactual sensitivity CS=0.032. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.77, CS=0.00; top tokens: teacher:0.27, student:0.26, following:0.23, a:0.15, is:0.09.","X-CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. Attribution evidence: AM=0.773, cue attribution ratio=0.227, top attributed tokens=[[""teacher"", 0.26944009008632647], [""student"", 0.2607886010740507], [""following"", 0.22702697745997752], [""a"", 0.1506916193962679], [""is"", 0.0920527119833774]]. Counterfactual evidence: counterfactual predicted label=ENTAILMENT, counterfactual fail status=0, CS=0.000. Explanation-Validated Failure Score EVFS=0.773. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.77, CS=0.00; top tokens: teacher:0.27, student:0.26, following:0.23, a:0.15, is:0.09.",,,,,
A2,X-CheckList,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.77, CS=0.00; top tokens: teacher:0.27, student:0.26, following:0.23, a:0.15, is:0.09.","X-CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. Attribution evidence: AM=0.773, cue attribution ratio=0.227, top attributed tokens=[[""teacher"", 0.26944009008632647], [""student"", 0.2607886010740507], [""following"", 0.22702697745997752], [""a"", 0.1506916193962679], [""is"", 0.0920527119833774]]. Counterfactual evidence: counterfactual predicted label=ENTAILMENT, counterfactual fail status=0, CS=0.000. Explanation-Validated Failure Score EVFS=0.773. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.77, CS=0.00; top tokens: teacher:0.27, student:0.26, following:0.23, a:0.15, is:0.09.",,,,,
A1,Standard CheckList,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.773; cue attribution ratio=0.227. Top attributed tokens: [[""teacher"", 0.26944009008632647], [""student"", 0.2607886010740507], [""following"", 0.22702697745997752], [""a"", 0.1506916193962679], [""is"", 0.0920527119833774]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.773; cue attribution ratio=0.227. Top attributed tokens: [[""teacher"", 0.26944009008632647], [""student"", 0.2607886010740507], [""following"", 0.22702697745997752], [""a"", 0.1506916193962679], [""is"", 0.0920527119833774]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_lex_0002,mnli,distilbert,lexical_overlap,A teacher is following a student. [SEP] A student is following a teacher.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A teacher is following a student. [SEP] A student is following a teacher.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,sst2_robust_0238,sst2,roberta,robustness,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",POSITIVE,NEGATIVE,"Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.00; top tokens: seriously:0.21, looking:0.09, glass:0.07, take:0.06, more:0.05.","X-CheckList report: Dataset: sst2. Model: roberta. Capability: robustness. Relation: invariance. Input: something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . . Expected label: POSITIVE. Predicted label: NEGATIVE. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""seriously"", 0.21455427633246738], [""looking"", 0.08663522544433708], [""glass"", 0.06947209660030056], [""take"", 0.06229596876868006], [""more"", 0.05430720407810737], [""akin"", 0.048713667214684876], [""itself"", 0.04868187752457537], [""seems"", 0.03895915948300783], [""except"", 0.037244180831625666], [""something"", 0.036748500557163]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=1, CS=0.002. Explanation-Validated Failure Score EVFS=0.001. Diagnostic failure reason: Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.00; top tokens: seriously:0.21, looking:0.09, glass:0.07, take:0.06, more:0.05.",,,,,
A2,X-CheckList,sst2_robust_0238,sst2,roberta,robustness,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",POSITIVE,NEGATIVE,"Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.00; top tokens: seriously:0.21, looking:0.09, glass:0.07, take:0.06, more:0.05.","X-CheckList report: Dataset: sst2. Model: roberta. Capability: robustness. Relation: invariance. Input: something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . . Expected label: POSITIVE. Predicted label: NEGATIVE. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""seriously"", 0.21455427633246738], [""looking"", 0.08663522544433708], [""glass"", 0.06947209660030056], [""take"", 0.06229596876868006], [""more"", 0.05430720407810737], [""akin"", 0.048713667214684876], [""itself"", 0.04868187752457537], [""seems"", 0.03895915948300783], [""except"", 0.037244180831625666], [""something"", 0.036748500557163]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=1, CS=0.002. Explanation-Validated Failure Score EVFS=0.001. Diagnostic failure reason: Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.00; top tokens: seriously:0.21, looking:0.09, glass:0.07, take:0.06, more:0.05.",,,,,
A1,Standard CheckList,sst2_robust_0238,sst2,roberta,robustness,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",POSITIVE,NEGATIVE,N/A,"Standard CheckList report: Dataset: sst2. Model: roberta. Capability: robustness. Relation: invariance. Input: something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,sst2_robust_0238,sst2,roberta,robustness,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",POSITIVE,NEGATIVE,N/A,"Standard CheckList report: Dataset: sst2. Model: roberta. Capability: robustness. Relation: invariance. Input: something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,sst2_robust_0238,sst2,roberta,robustness,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",POSITIVE,NEGATIVE,N/A,"CheckList + Attribution report: Dataset: sst2. Model: roberta. Capability: robustness. Relation: invariance. Input: something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""seriously"", 0.21455427633246738], [""looking"", 0.08663522544433708], [""glass"", 0.06947209660030056], [""take"", 0.06229596876868006], [""more"", 0.05430720407810737], [""akin"", 0.048713667214684876], [""itself"", 0.04868187752457537], [""seems"", 0.03895915948300783], [""except"", 0.037244180831625666], [""something"", 0.036748500557163]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
